ā bà	阿壩
huáng gāng qí chūn	黃岡蘄春
huáng gǎng shān zhèn	黃崗山鎮
huáng gǎng sì cūn	黃崗寺村
huáng gāng tuán fēng	黃岡團風
huáng gāng wǔ xué	黃岡武穴
huáng gāng xī shuǐ	黃岡浠水
huáng gǎng xīn cūn	皇崗新村
huáng gāng yīng shān	黃岡英山
huáng gǎng zi cūn	黃崗子村
huáng gē léng cūn	黃圪塄村
huáng gé zhuāng cūn	黃格莊村
huáng gè zhuāng zhèn	黃各莊鎮
huáng gōng ào cūn	黃公岙村
huáng gū ān cūn	皇姑庵村
huáng gǔ tún cūn	黃古屯村
huáng gū tún cūn	皇姑屯村
huáng gǔ yuán cūn	黃古塬村
huáng gū zhuāng cūn	皇姑莊村
huáng guā diàn cūn	黃瓜店村
huáng guā jià cūn	黃瓜架村
huáng guā yíng cūn	黃瓜營村
huáng guā yuán cūn	黃瓜園村
huáng guā yuán zhèn	黃瓜園鎮
huáng guān jiē dào	皇冠街道
huáng guān shè qū	黃官社區
huáng guān tún cūn	黃官屯村
huáng guān yíng cūn	黃官營村
huáng guān zhài cūn	黃官寨村
huáng guǒ shù zhèn	黃果樹鎮
huáng hǎi jiē dào	黃海街道
huáng hāo jiè xiāng	黃蒿界鄉
huáng hāo jiè zhèn	黃蒿界鎮
huáng hāo liáng cūn	黃蒿梁村
huáng hāo táng cūn	黃蒿塘村
huáng hāo wā cūn	黃蒿窪村
huáng hāo wān cūn	黃蒿灣村
huáng hé jiē dào	黃河街道
huáng hé kǒu zhèn	黃河口鎮
huáng hè lóu zhàn	黃鶴樓站
huáng hé mǎo cūn	黃合峁村
huáng hé shǎo zhèn	黃合少鎮
huáng hé yá cūn	黃河涯村
huáng hé yá zhèn	黃河涯鎮
huáng hé yíng cūn	黃河營村
huáng hòu diàn cūn	皇后店村
huáng hòu yuán cūn	皇后園村
huáng hú nóng chǎng	黃湖農場
huǎng hū tù cūn	恍忽兔村
huáng huá bǎo cūn	黃華堡村
huáng huā chéng cūn	黃花城村
huáng huā diàn cūn	黃花店村
huáng huā diàn zhèn	黃花店鎮
huáng huā diān zhèn	黃花甸鎮
huáng huā gōu cūn	黃花溝村
huáng huā guān cūn	黃花觀村
huáng huā jiē dào	黃花街道
huáng huá nán zhàn	黃驊南站
huáng huā shān zhèn	黃花山鎮
huáng huā sì cūn	黃花寺村
huáng huā tān cūn	黃花灘村
huáng huā tān xiāng	黃花灘鄉
huáng huā tān zhèn	黃花灘鎮
huáng huā táng zhèn	黃花塘鎮
huáng huā yáo cūn	黃花窯村
huáng huā yíng cūn	黃花營村
huáng huā yù cūn	黃花峪村
huáng huā yuán cūn	黃花園村
huáng huái yù cūn	黃槐峪村
huáng huǒ chǎng cūn	黃夥場村
huáng jí ào cūn	黃吉岙村
huáng jí jiē dào	黃集街道
huáng jí yíng cūn	黃吉營村
huáng jiā ān cūn	黃家庵村
huáng jiā bà cūn	黃家壩村
huáng jiā bà zhèn	黃家壩鎮
huáng jiā bāng cūn	黃家浜村
huáng jiā bǎo cūn	黃家堡村
huáng jiā bāo cūn	黃家包村
huáng jiā bù cūn	黃家埠村
huáng jiā bù zhèn	黃家埠鎮
huáng jiā chà cūn	黃家岔村
huáng jiā chǎng cūn	黃家場村
huáng jiā chōng cūn	黃家衝村
huáng jiā chuān cūn	黃家川村
huáng jiā cūn xiāng	黃家村鄉
huáng jiā diàn cūn	黃家店村
huáng jiā dòng cūn	黃家洞村
huáng jiā gǎng cūn	黃家港村
huáng jiā gǎng cūn	黃家崗村
huáng jiā gōu cūn	黃家溝村
huáng jiā guān zhuāng	黃家官莊
huáng jiā hé cūn	黃家河村
huáng jiā hú zhàn	黃家湖站
huáng jiā jiē dào	黃家街道
huáng jiǎ jiē dào	黃甲街道
huáng jiā jīn bǎo	皇家金堡
huáng jiā kǎn cūn	黃家坎村
huáng jiā kǒu cūn	黃家口村
huáng jiā kǒu zhèn	黃家口鎮
huáng jiā liáng cūn	黃家梁村
huáng jiā lǐng cūn	黃家嶺村
huáng jiǎ lǐng xiāng	黃甲嶺鄉
huáng jiā lóu cūn	黃家樓村
huáng jiā mǎo cūn	黃家峁村
huáng jiā mén cūn	黃家門村
huáng jiā miào cūn	黃家廟村
huáng jiā nòng cūn	黃家弄村
huáng jiā pàn cūn	黃家畔村
huáng jiā píng cūn	黃家坪村
huáng jiā pō cūn	黃家坡村
huáng jiā pù cūn	黃家鋪村
huáng jiǎ pù xiāng	黃甲鋪鄉
huáng jiā pù zhèn	黃家鋪鎮
huáng jiā qiáo cūn	黃家橋村
huáng jiā shān cūn	黃家山村
huáng jiā shuǐ cūn	黃家水村
huáng jiā sì cūn	黃家寺村
huáng jiā tái cūn	黃家臺村
huáng jiā tān cūn	黃家灘村
huáng jiā táng cūn	黃家塘村
huáng jiā tián cūn	黃家田村
huáng jiā tún cūn	黃家屯村
huáng jiā wā cūn	黃家窪村
huáng jiā wān cūn	黃家灣村
huáng jiā wān xiāng	黃家灣鄉
huáng jiā wō bǎo	黃家窩堡
huáng jiā xī cūn	黃家溪村
huáng jiā xià cūn	黃家下村
huáng jiā yá cūn	黃家崖村
huáng jiā yàn cūn	黃家堰村
huáng jiā yáo cūn	黃家窯村
huáng jiā yì zhàn	皇家驛站
huáng jiā yíng cūn	黃家營村
huáng jiā yíng zhèn	黃家營鎮
huáng jiā yù cūn	黃家峪村
huáng jiā yuàn cūn	黃家院村
huáng jiā zhài cūn	黃家寨村
huáng jiā zhái cūn	黃家宅村
huáng jiā zhài zhèn	黃家寨鎮
huáng jiā zhuāng cūn	黃家莊村
huáng jiā zhuāng cūn	皇家莊村
huáng jiàn bǎn cūn	黃箭坂村
huáng jiàn shān cūn	黃箭山村
huáng jiāng lín cūn	黃江林村
huáng jiǎo chà cūn	黃湫岔村
huáng jiǎo shù cūn	黃角樹村
huáng jīn ào zhèn	黃金坳鎮
huáng jīn bǎo cūn	黃金堡村
huáng jīn bù zhèn	黃金埠鎮
huáng jīn dī xiāng	黃金堤鄉
huáng jīn dī zhèn	黃金堤鎮
huáng jīn diàn cūn	黃金店村
huáng jīn dòng cūn	黃金洞村
huáng jīn dòng xiāng	黃金洞鄉
huáng jīn gōu cūn	黃金溝村
huáng jīn hú xiāng	黃金湖鄉
huáng jīn kǒu cūn	黃金口村
huáng jīn pō cūn	黃金坡村
huáng jīn tǎn cūn	黃金坦村
huáng jīn táng cūn	黃金堂村
huáng jīn wān cūn	黃金灣村
huáng jīn xī cūn	黃金溪村
huáng jīn xiá zhèn	黃金峽鎮
huáng jīn yù cūn	黃金峪村
huáng jīn yuán cūn	黃金園村
huáng jīn zhài cūn	黃金寨村
huáng jīn zhuāng cūn	黃金莊村
huáng jīng bà cūn	黃荊壩村
huáng jīng gōu zhèn	黃荊溝鎮
huáng jīng pō cūn	黃荊坡村
huáng jīng shè qū	皇經社區
huáng jīng táng cūn	黃荊塘村
huáng jiǔ guǎn cūn	黃酒館村
huáng jiǔ pù cūn	黃酒鋪村
huáng jué chōng cūn	黃桷衝村
huáng jué wān cūn	黃桷灣村
huáng jué yā cūn	黃桷埡村
huáng jué yā zhèn	黃桷椏鎮
huáng lán zhī cūn	黃蘭芝村
huáng láng gōu cūn	黃狼溝村
huáng làng shuǐ cūn	黃浪水村
huáng lè lín chǎng	黃樂林場
huáng lì shù cūn	黃栗樹村
huáng lí xīn cūn	黃鸝新村
huáng lián dūn cūn	黃連墩村
huáng lián guān zhèn	黃聯關鎮
huáng lián qiáo cūn	黃蓮橋村
huáng liàn shù cūn	黃楝樹村
huáng lián shù cūn	黃連樹村
huáng liáng gēn cūn	黃梁根村
huáng liáng jiē dào	黃良街道
huáng liáng mèng zhèn	黃粱夢鎮
huáng liáng píng cūn	黃糧坪村
huáng liáng zhèn cūn	黃良鎮村
huáng lín bǎo cūn	黃林堡村
huáng lǐng gǔ cūn	篁嶺古村
huáng líng jiē dào	黃陵街道
huáng lǐng xī cūn	黃嶺西村
huáng lǐng zi cūn	黃嶺子村
huáng lǐng zi zhèn	黃嶺子鎮
huáng liǔ dōng cūn	黃柳東村
huáng liú lí cūn	黃琉璃村
huáng liǔ nán cūn	黃柳南村
huáng liǔ qiáo cūn	黃柳橋村
huáng liǔ xī cūn	黃柳西村
huáng lóng dòng cūn	黃龍洞村
huáng lóng guān cūn	黃龍觀村
huáng lóng jiān cūn	黃龍尖村
huáng lóng jiē dào	黃龍街道
huáng lóng lín chǎng	黃龍林場
huáng lóng pù cūn	黃龍鋪村
huáng lóng quán cūn	黃龍泉村
huáng lóng sì cūn	黃龍寺村
huáng lóng wān cūn	黃龍灣村
huáng lóng xī zhèn	黃龍溪鎮
huáng lóng xiàn cūn	黃龍峴村
huáng lóu jiē dào	黃樓街道
huáng lóu sāng cūn	黃樓桑村
huáng lù diàn zhèn	皇路店鎮
huáng lù shān cūn	黃路山村
huáng lù xiàn cūn	黃路線村
huáng lù yàn cūn	黃路墕村
huáng lú zhuāng cūn	黃蘆莊村
huáng má shē cūn	黃麻畲村
huáng mǎ tóu cūn	黃馬頭村
huáng mǎo gōu cūn	黃峁溝村
huáng mǎo hé cūn	黃峁河村
huáng máo hú cūn	黃茅湖村
huǎng mào kāo cūn	幌茂尻村
huáng máo lǐng xiāng	黃茅嶺鄉
huáng máo píng cūn	黃茅坪村
huáng māo yā zhèn	黃貓埡鎮
huáng mào yíng xiāng	黃茂營鄉
huáng máo yuán zhèn	黃茅園鎮
huáng máo zhōu zhèn	黃茅洲鎮
huáng méi jiē dào	黃梅街道
huáng méi xì xiāng	黃梅戲鄉
huáng mén zǐ cūn	黃門子村
huáng mí jǔ cūn	黃糜咀村
huáng mù chǎng cūn	皇木廠村
huáng mù chǎng cūn	黃木廠村
huáng mù chǎng cūn	皇木場村
huáng mù gǎng cūn	黃木崗村
huáng nà lǐ cūn	黃那裡村
huáng nǎi hài xiāng	黃乃亥鄉
huáng nán hé nán	黃南河南
huáng nán jiān zhā	黃南尖扎
huáng nán tóng rén	黃南同仁
huáng nán zé kù	黃南澤庫
huáng nán zhōu cūn	黃南州村
huáng ní āi cūn	黃泥埃村
huáng ní ào cūn	黃泥坳村
huáng ní bǎo cūn	黃泥堡村
huáng ní bǎo xiāng	黃泥堡鄉
huáng ní chí cūn	黃泥池村
huáng ní dòng cūn	黃泥洞村
huáng ní dūn cūn	黃泥墩村
huáng ní fàn cūn	黃泥畈村
huáng ní gǎng zhèn	黃泥崗鎮
huáng ní gāng zhèn	黃泥岡鎮
huáng ní gěng cūn	黃泥埂村
huáng ní gōu cūn	黃泥溝村
huáng ní hé xiāng	黃泥河鄉
huáng ní hé zhèn	黃泥河鎮
huáng ní hú xiāng	黃泥湖鄉
huáng ní pō cūn	黃泥坡村
huáng ní pù cūn	黃泥鋪村
huáng ní pù zhèn	黃泥鋪鎮
huáng ní qiáng cūn	黃泥牆村
huáng ní qiū cūn	黃泥丘村
huáng ní quán cūn	黃泥泉村
huáng ní tān cūn	黃泥灘村
huáng ní tán cūn	黃泥潭村
huáng ní táng zhèn	黃泥塘鎮
huáng ní tóu cūn	黃泥頭村
huáng ní wā zhèn	黃泥窪鎮
huáng ní wān xiāng	黃泥灣鄉
huáng ní wān zhèn	黃泥灣鎮
huáng ní yá cūn	黃泥崖村
huáng ní zhuāng cūn	黃尼莊村
huáng niú jǔ cūn	黃牛咀村
huáng niú pù cūn	黃牛鋪村
huáng niú pù zhèn	黃牛鋪鎮
huáng niú tí xiāng	黃牛蹄鄉
huáng niú yā cūn	黃牛埡村
huáng pái fāng cūn	黃牌坊村
huáng páo lín chǎng	黃袍林場
huáng pén ào cūn	黃盆岙村
huáng pí qiáo xiāng	黃陂橋鄉
huáng pí xīn cūn	黃陂新村
huáng pō shuǐ kù	黃坡水庫
huáng pó tān cūn	黃婆灘村
huáng pǔ diàn cūn	黃埔店村
huáng pǔ jiē dào	黃埔街道
huáng pǔ lù zhàn	黃浦路站
huáng pǔ xīn cūn	黃埔新村
huáng pǔ zhài cūn	黃埔寨村
huáng qí bǎo cūn	黃旗堡村
huáng qí bǎo zhèn	黃旗堡鎮
huáng qí dòng cūn	黃旗洞村
huáng qí gōu cūn	黃旗溝村
huáng qí hǎi zhèn	黃旗海鎮
huáng qī jiǎ cūn	黃七甲村
huáng qí jiē dào	黃旗街道
huáng qí zhài zhèn	黃旗寨鎮
huáng qiáo jiē dào	黃橋街道
huáng qīng yàn cūn	黃清堰村
huáng qú hé cūn	黃渠河村
huáng qú qiáo cūn	黃渠橋村
huáng qú qiáo zhèn	黃渠橋鎮
huáng qú tóu cūn	黃渠頭村
huáng quán sì cūn	黃泉寺村
huáng quán yù cūn	黃泉峪村
huáng rǎng wù cūn	黃壤塢村
huáng ruì bù cūn	凰瑞埠村
huáng sǎng kǒu cūn	黃顙口村
huáng sǎng kǒu zhèn	黃顙口鎮
huáng shā dòng cūn	黃沙洞村
huáng shā gǎng zhèn	黃沙港鎮
huáng shā gǎng zhèn	黃沙崗鎮
huáng shā hé zhèn	黃沙河鎮
huáng shā jiē zhèn	黃沙街鎮
huáng shā liáng cūn	黃沙梁村
huáng shā lǐng xiāng	黃沙嶺鄉
huáng shā mǎo cūn	黃沙峁村
huáng shā píng zhèn	黃沙坪鎮
huáng shā pō cūn	黃沙坡村
huáng shā pù zhèn	黃沙鋪鎮
huáng shā tóu cūn	黃沙頭村
huáng shā tuó zhèn	黃沙坨鎮
huáng shā wō cūn	黃沙窩村
huáng shā wù cūn	黃沙務村
huáng shā xī cūn	黃沙溪村
huáng shā yāo zhèn	黃沙腰鎮
huáng shān běi cūn	璜山北村
huáng shān běi zhàn	黃山北站
huáng shān diàn cūn	黃山店村
huáng shān gōu cūn	黃山溝村
huáng shān guǎn zhèn	黃山館鎮
huáng shān huáng shān	黃山黃山
huáng shān huī zhōu	黃山徽州
huáng shān jiē dào	黃山街道
huáng shān kǒu cūn	黃山口村
huáng shān kǒu xiāng	黃山口鄉
huáng shān pù zhèn	黃山鋪鎮
huáng shān qí mén	黃山祁門
huáng shān qiáo cūn	皇山橋村
huáng shān shè xiàn	黃山歙縣
huáng shān tóu cūn	黃山頭村
huáng shān tóu zhèn	黃山頭鎮
huáng shān tún xī	黃山屯溪
huáng shān xiū níng	黃山休寧
huáng shān yáng cūn	黃山陽村
huáng shān yī xiàn	黃山黟縣
huáng shān zhuāng cūn	黃山莊村
huāng shān zǐ cūn	荒山子村
huáng shān zǐ cūn	黃山子村
huáng shèng táng cūn	黃勝堂村
huáng shí běi zhàn	黃石北站
huáng shí dà yě	黃石大冶
huáng shí gǎng cūn	黃石崗村
huáng shí gǎng qū	黃石港區
huáng shí guān cūn	黃石關村
huáng shí jiē cūn	黃石街村
huáng shí jiē dào	黃石街道
huáng shí kǎn cūn	黃石坎村
huáng shí kè cūn	黃石克村
huáng shí kǒu xiāng	黃石口鄉
huáng shí kǒu zhèn	黃石口鎮
huáng shí pàn cūn	黃石畔村
huáng shí pō cūn	黃石坡村
huáng shí shè qū	黃石社區
huáng shí tiě shān	黃石鐵山
huáng shí wù cūn	黃石塢村
huáng shí xià lù	黃石下陸
huáng shì xīn cūn	黃市新村
huáng shí yá cūn	黃石崖村
huáng shí yán cūn	黃石岩村
huáng shí yáng xīn	黃石陽新
huáng sì ān cūn	黃寺庵村
huáng sì gǎng zhèn	黃寺崗鎮
huáng sì shè qū	黃寺社區
huáng sī yáng cūn	皇思揚村
huáng sōng diān zhàn	黃松甸站
huáng sōng diān zhèn	黃松甸鎮
huáng sōng yù cūn	黃松峪村
huáng sōng yù xiāng	黃松峪鄉
huáng sù shān cūn	黃粟山村
huáng sū zhuāng cūn	黃蘇莊村
huáng tǎ zuǐ zhèn	黃獺嘴鎮
huáng tái dǐ cūn	皇臺底村
huáng tái gǎng zhèn	黃臺崗鎮
huáng tái jiē dào	皇臺街道
huáng tán kǒu cūn	黃壇口村
huáng tán kǒu xiāng	黃壇口鄉
huáng táng kēng cūn	黃塘坑村
huáng táng qiáo cūn	黃塘橋村
huáng táng shān cūn	黃塘山村
huáng táng shàng cūn	璜塘上村
huáng tián ào cūn	黃田岙村
huáng tiān dàng cūn	黃天蕩村
huáng tián gǎng cūn	黃田港村
huāng tián hán cūn	荒畑寒村
huáng tián jiē dào	黃田街道
huáng tián pù zhèn	黃田鋪鎮
huáng tíng shì zhèn	黃亭市鎮
huáng tǒng jiē dào	黃桶街道
huáng tǔ bāo cūn	黃土包村
huáng tǔ diàn zhèn	黃土店鎮
huáng tǔ dòng cūn	黃土洞村
huáng tǔ dōng cūn	黃土東村
huáng tǔ gǎng zhèn	黃土崗鎮
huáng tǔ gōu cūn	黃土溝村
huáng tǔ guì cūn	黃土貴村
huáng tǔ jǔ cūn	黃土咀村
huáng tǔ kǎn xiāng	黃土坎鄉
huáng tǔ kǎn zhèn	黃土坎鎮
huáng tǔ kuàng xiāng	黃土礦鄉
huáng tǔ kuàng zhèn	黃土礦鎮
huáng tǔ liáng cūn	黃土梁村
huáng tǔ lǐng zhèn	黃土嶺鎮
huáng tú lǐng zhèn	皇圖嶺鎮
huáng tǔ pō cūn	黃土坡村
huáng tǔ pō zhàn	黃土坡站
huáng tǔ pù cūn	黃土鋪村
huáng tǔ pù zhèn	黃土鋪鎮
huáng tǔ qiáo xiāng	黃土橋鄉
huáng tǔ quán cūn	黃土泉村
huáng tǔ sì cūn	黃土寺村
huáng tǔ tái cūn	黃土臺村
huáng tǔ wān cūn	黃土灣村
huáng tǔ yá cūn	黃土崖村
huáng tǔ yàn cūn	黃土堰村
huáng tǔ yíng cūn	黃土營村
huáng tǔ zhuāng cūn	黃土莊村
huáng tǔ zhuāng zhèn	黃土莊鎮
huáng tǔ zuǐ cūn	黃土嘴村
huáng tún jiē dào	黃屯街道
huáng tuó zi cūn	黃坨子村
huáng wáng miào cūn	皇王廟村
huáng wáng tóu cūn	皇王頭村
huáng wáng zhuāng cūn	黃王莊村
huáng wù jiē dào	黃務街道
huáng wū tún zhèn	黃屋屯鎮
huáng xī ào cūn	黃西岙村
huáng xī kǒu zhèn	黃溪口鎮
huáng xī tān cūn	黃溪灘村
huáng xiàng jiē dào	黃巷街道
huáng xiàng xīn cūn	黃巷新村
huáng xiē kǒu zhèn	黃歇口鎮
huáng xīn zhuāng cūn	黃新莊村
huáng xīn zhuāng cūn	黃辛莊村
huáng yá dòng zhèn	黃崖洞鎮
huáng yá gēn cūn	黃崖根村
huáng yá guān cūn	黃崖關村
huáng yā kēng cūn	黃鴨坑村
huáng yá shān zhuāng	黃崖山莊
huáng yá tóu cūn	黃崖頭村
huáng yá yáo cūn	黃崖窯村
huáng yá zǐ cūn	黃崖子村
huáng yàn cūn zhàn	黃雁村站
huáng yán táng cūn	黃岩塘村
huáng yán tóu cūn	黃岩頭村
huáng yáng ào cūn	黃楊岙村
huáng yáng chéng cūn	黃羊城村
huáng yáng chéng zhèn	黃羊城鎮
huáng yáng chuān zhèn	黃羊川鎮
huáng yáng dūn cūn	黃羊墩村
huáng yáng gōu cūn	黃羊溝村
huáng yáng shù cūn	黃楊樹村
huáng yáng sī zhèn	黃陽司鎮
huáng yáng wā zhèn	黃羊窪鎮
huáng yáo gǔ zhèn	黃姚古鎮
huáng yú gōu cūn	黃魚溝村
huáng yù kǒu cūn	黃峪口村
huáng yú quān cūn	黃魚圈村
huáng yú quān xiāng	黃魚圈鄉
huáng yù sì cūn	黃峪寺村
huáng yuán jǐng cūn	黃元井村
huáng yuán sì cūn	黃元寺村
huáng yuàn xīn cūn	黃院新村
huáng yún sì cūn	黃雲寺村
huáng zhá wān cūn	黃閘灣村
huáng zhá wān xiāng	黃閘灣鄉
huáng zhá wān zhèn	黃閘灣鎮
huáng zhàng zi cūn	黃杖子村
huáng zhào tái cūn	黃趙臺村
huáng zhèn jiē dào	皇鎮街道
huáng zhī shān cūn	黃芝山村
huǎng zhōu huǎng xiàn	晃州晃縣
huáng zhú kēng cūn	黃竹坑村
huáng zhú lì cūn	黃竹瀝村
huáng zhú pá cūn	黃竹爬村
huáng zhú táng cūn	黃竹塘村
huáng zhú yuán cūn	黃竹園村
huáng zhū zhōu xiāng	黃珠洲鄉
huáng zhuāng jiē dào	黃莊街道
huáng zhuāng jiē dào	皇莊街道
huáng zhuāng shè qū	黃莊社區
huáng zhuāng zǐ cūn	黃莊子村
huáng zǐ dòng cūn	黃子洞村
huáng zǐ pō cūn	皇子坡村
huì ān bǎo cūn	惠安堡村
huì ān bǎo zhèn	惠安堡鎮
huì ān gǔ zhèn	會安古鎮
huì ān jiē dào	惠安街道
huì ān shè qū	惠安社區
huí ān sī cūn	回安斯村
huì bīn jiē dào	澮濱街道
huì bīn jiē dào	惠賓街道
huī chāng gōu cūn	灰昌溝村
huì chāng jiē dào	會昌街道
huí chē lǐng cūn	回車嶺村
huì chéng jiē dào	會城街道
huì chéng nán zhàn	惠城南站
huì chéng wǔ cūn	匯成五村
huì chéng xīn cūn	匯城新村
huì chuān wáng cūn	匯川王村
huí chūn táng cūn	回春堂村
huì cuì shān zhuāng	匯翠山莊
huī duī pō cūn	灰堆坡村
huī fā chéng zhèn	輝發城鎮
huì fā jiē dào	惠發街道
huì fēng chuān cūn	惠風川村
huí fēng jiàn cūn	回峯澗村
huì fēng jiē dào	匯豐街道
huí fēng jiē dào	回風街道
huì fēng qián cūn	惠豐前村
huí fèng tíng cūn	回鳳亭村
huì fēng xī cūn	惠豐西村
huì fēng xīn cūn	惠峯新村
huì fēng zhōng cūn	惠豐中村
huí gāo lǎo zhuāng	回高老莊
huí hé jiē dào	回河街道
huì huá xīn cūn	惠華新村
huì huán jiē dào	惠環街道
huí huī shè qū	回輝社區
huì jì chǎng cūn	惠濟場村
huì jì qiáo cūn	惠濟橋村
huì jiā bà cūn	惠家壩村
huì jiā biān cūn	惠家砭村
huì jiā chà cūn	惠家岔村
huì jiā gōu cūn	惠家溝村
huì jiā hé cūn	惠家河村
huì jiā huán cūn	惠家環村
huì jiā miào cūn	惠家廟村
huì jiā píng cūn	惠家坪村
huì jiā pō cūn	惠家坡村
huì jiā xié cūn	惠家斜村
huì jiā yuán cūn	惠家塬村
huì jǐng dé zhèn	會景德鎮
huí lè bǎo cūn	回樂堡村
huì líng dùn bǎo	惠靈頓堡
huì liú hé zhàn	匯流河站
huí liú wān cūn	回流灣村
huí lóng ān cūn	回龍庵村
huí lóng bà cūn	回龍壩村
huí lóng bà zhèn	回龍壩鎮
huí lóng chǎng cūn	回龍場村
huí lóng chǎng xiāng	回龍場鄉
huí lóng gōu cūn	回龍溝村
huí lóng guān cūn	回龍觀村
