zì jǐ dǎ de	自己打的
shū hú zi sū zhōu yǒu gè sū hú zi	梳胡子苏州有个苏胡子
shù shàng de diāo zhuó māo shēn shàng de máo	树上的雕啄猫身上的毛
sū hú zi mǎi bǎ shū zi shū hú zi	苏胡子买把梳子梳胡子
tí lā tǎ ma de lǎ ma dūn tǎ ma	提拉塔嘛的喇嘛敦塔嘛
tiān shàng qī kē xīng tiān shàng qī kē xīng	天上七颗星天上七颗星
tuó zi lái dǎ qí lǘ zǐ de hú zi	驼子来打骑驴子的胡子
xiǎo niú yìng yào bǎ yóu huán gěi lǎo liú	小牛硬要把油还给老刘
xué niē lí pán lǐ fàng zhe yí gè lí	学捏梨盘里放着一个梨
bái fà lǎo gōng gōng diào le yì dǐng bái mào	白发老公公掉了一顶白帽
bái māo diāo zhe bái mào pǎo jìn yī bái miào	白猫叼着白帽跑进一白庙
bǎn dèng bú ràng biǎn dàn bǎng zài bǎn dèng shàng	板凳不让扁担绑在板凳上
dà qú lǐ yǒu le xiǎo yú bú jiàn dà yú	大渠里有了小鱼不见大鱼
dì shàng de māo xiǎng diāo zǒu shù shàng de diāo	地上的猫想叼走树上的雕
hēi zhū shuō wū yā bǐ hēi zhū hái yào hēi	黑猪说乌鸦比黑猪还要黑
nǐ jiù bú yào hú luàn dì sī yí dì zhǐ	你就不要胡乱地撕一地纸
nián shí sì de shí xiǎo sì ài kàn shī cí	年十四的石小四爱看诗词
nián sì shí de shǐ xiào shí ài kàn bào zhǐ	年四十的史肖石爱看报纸
tū yā tou cóng nán lái le gè tū yā tou	秃丫头从南来了个秃丫头
wǒ jiù jiǎn le bǎi shí bǎi kuài bái shí tóu	我就拣了百十百块白石头
xiǎo niú péi yóu xiǎo niú fàng xué qù dǎ qiú	小牛赔油小牛放学去打球
xiǎo qú lǐ yǒu le dà yú bú jiàn xiǎo yú	小渠里有了大鱼不见小鱼
yǎng yú dà qú yǎng dà yú bù yǎng xiǎo yú	养鱼大渠养大鱼不养小鱼
yě diàn zhe liáng shàng de liǎng duì dào diào niǎo	也惦着梁上的两对倒吊鸟
zài chī diào lán zi lǐ jǐ gè ruǎn jī luǎn	再吃掉篮子里几个软鸡卵
zhǒng dōng guā dōng mén tóng jiā mén dōng dǒng jiā	种冬瓜东门童家门东董家
bǎn dèng bú ràng biǎn dàn bǎng zài nà bǎn dèng shàng	板凳不让扁担绑在那板凳上
hái shì cuī tuǐ cū bǐ cuī cū tuǐ de tuǐ cū	还是崔腿粗比崔粗腿的腿粗
hái shì yán yǎn yuán bǐ yán yuán yǎn de yǎn yuán	还是严眼圆比严圆眼的眼圆
hé huā hé há má yì duǒ fěn hóng dà hé huā	荷花和蛤蟆一朵粉红大荷花
liù shū hé liù jiù hǎo liù shū hé hǎo liù jiù	六叔和六舅好六叔和好六舅
nián shí sì de shí xiǎo sì jiàn le hǎo bào zhǐ	年十四的石小四见了好报纸
niū niū hé niú niú niú niú yào chī hé biān liǔ	妞妞和牛牛牛牛要吃河边柳
sān niáng fān guò shān liáng qù zhǎo sān zhǐ shān yáng	三娘翻过山梁去找三只山羊
sān shí sān de dì zǐ zài sì lǐ liàn xiě zì	三十三的弟子在寺里练写字
shí shī sì qián yǒu sì shí sì gè shí shī zi	石狮寺前有四十四个石狮子
shuō hǎo sì hé shí de kào shé tou hé yá chǐ	说好四和十得靠舌头和牙齿
sì shí sì de shī fù dào shì lǐ qù bàn shì	四十四的师傅到市里去办事
bái guǒ shù shàng zhàn zhe bǎi shí bǎi gè bái bān jiū	白果树上站着百十百个白斑鸠
bù zhī shì cuī cū tuǐ bǐ cuī tuǐ cū de tuǐ cū	不知是崔粗腿比崔腿粗的腿粗
héng shù liǎng cì sī le sì shí sì zhāng shī zì zhǐ	横竖两次撕了四十四张湿字纸
kàn jiàn bó diē bó mā mén qián zhǒng zhe bái guǒ shù	看见伯爹伯妈门前种着白果树
lì lì hé dì di lì lì jiā lái le xiǎo dì dì	丽丽和弟弟丽丽家来了小弟弟
nà gè biǎn dàn piān yào bǎng zài nà gè bǎn dèng shàng	那个扁担偏要绑在那个板凳上
nián sì shí de shǐ xiào shí fā xiàn le hǎo shī cí	年四十的史肖石发现了好诗词
sān shí sān de dì zǐ yòng le sì shí sì xiǎo shí	三十三的弟子用了四十四小时
sì qián shù shàng jié le sì shí sì gè sè shì zi	寺前树上结了四十四个涩柿子
sì shí sì de shī fù zǒu le sān shí sān lǐ dì	四十四的师傅走了三十三里地
yào ná tǎ ma huàn bié lǎ bā yǎ bā de lǎ bā	要拿塔嘛换别喇叭哑巴的喇叭
zài hái liù shū liù jiù liù dòu liù shēng lǜ lǜ dòu	再还六叔六舅六斗六升绿绿豆
biǎn dàn piān yào bǎn dèng ràng biǎn dàn bǎng zài bǎn dèng shàng	扁担偏要板凳让扁担绑在板凳上
gāo gāo shān shàng yì tiáo téng gāo gāo shān shàng yì tiáo téng	高高山上一条藤高高山上一条藤
xiǎo gé bǎ tā de huáng huā huàn le xiǎo guō de hóng huā	小葛把他的黄花换了小郭的红花
xiǎo guō xiǎng ná tā de hóng huā huàn xiǎo gé de huáng huā	小郭想拿他的红花换小葛的黄花
ná lǎ bā dǎ le tí lā tǎ ma de lǎ ma yī lǎ bā	拿喇叭打了提拉塔嘛的喇嘛一喇叭
sān niáng zhǎo shān yáng sān niáng zài shān shàng fàng sān zhǐ shān yáng	三娘找山羊三娘在山上放三只山羊
shǐ lǎo shī lǐng sì shí sì gè xué shēng qù shù shí shī zi	史老师领四十四个学生去数石狮子
yòng le sì shí sì xiǎo shí cái xiě le sān shí sān gè zì	用了四十四小时才写了三十三个字
zǒu le sān shí sān lǐ dì jiù bàn le sì shí sì jiàn shì	走了三十三里地就办了四十四件事
bú yuàn yì ná lǎ bā huàn tí lā tǎ ma lǎ ma de tǎ ma	不愿意拿喇叭换提拉塔嘛喇嘛的塔嘛
sì shí sì gè sè shì zi dào chī sì shí sì gè shí shī zi	四十四个涩柿子倒吃四十四个石狮子
sì shí sì gè shí shī zi bù chī sì shí sì gè sè shì zi	四十四个石狮子不吃四十四个涩柿子
wū yā shuō zhū hēi wū yā zhàn zài hēi zhū jí shàng shuō hēi zhū hēi	乌鸦说猪黑乌鸦站在黑猪脊上说黑猪黑
nǐ shuō gòng shǔ chū duō shǎo zhǐ dà shí shī zi hé duō shǎo zhǐ xiǎo shí shī zi	你说共数出多少只大石狮子和多少只小石狮子
tí lā tǎ ma de lǎ ma ná tǎ ma dǎ le bié lǎ bā de yǎ bā yī tǎ ma	提拉塔嘛的喇嘛拿塔嘛打了别喇叭的哑巴一塔嘛
yě bù zhī bié lǎ bā de yǎ bā ná lǎ bā dǎ huài le tí lā tǎ ma lǎ ma de tǎ ma	也不知别喇叭的哑巴拿喇巴打坏了提拉塔嘛喇嘛的塔嘛
yě bù zhī tí lā tǎ ma de lǎ ma ná tǎ ma dǎ huài le bié lǎ bā yǎ bā de lǎ bā	也不知提拉塔嘛的喇嘛拿塔嘛打坏了别喇叭哑巴的喇叭
dǎ fēi dī	打飞的
